sourceId,sourceFen,setupMove,playableFen,solutionMoves,rating,difficulty,popularity,ratingDeviation,numberOfPlays,themes,reviewStatus,inclusionReason
LN9uh,3r3r/1k2Q3/1p2p2p/1P1p1bp1/N7/P7/4q1PP/2R4K b - - 1 27,b7a8,k2r3r/4Q3/1p2p2p/1P1p1bp1/N7/P7/4q1PP/2R4K w - - 2 28,a4b6 a8b8 e7c7,1442,medium,100,75,4446,mate mateIn2 middlegame queensideAttack short,approved,"Approved medium Mate puzzle with popularity 100, 4446 plays, and rating deviation 75"
LXz5a,5rk1/5ppp/3p3P/2qNp3/3nP3/5P2/P2Q2P1/5K2 b - - 0 28,c5c2,5rk1/5ppp/3p3P/3Np3/3nP3/5P2/P1qQ2P1/5K2 w - - 1 29,d5e7 g8h8 h6g7 h8g7 d2g5 g7h8 g5f6,1435,medium,100,77,3503,advancedPawn attraction endgame mate mateIn4 veryLong,approved,"Approved medium Mate puzzle with popularity 100, 3503 plays, and rating deviation 77"
LYWrM,6k1/ppR3pp/3P4/3Q3b/2P2P2/P5Pq/1P2r2P/6K1 b - - 2 27,h5f7,6k1/ppR2bpp/3P4/3Q4/2P2P2/P5Pq/1P2r2P/6K1 w - - 3 28,d5f7 g8h8 f7g7,1391,easy,100,76,4312,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 4312 plays, and rating deviation 76"
Lhf8w,8/4b3/4p1k1/1p1pPp2/pPpP1P1p/P6K/1P6/4B3 w - - 5 44,e1h4,8/4b3/4p1k1/1p1pPp2/pPpP1P1B/P6K/1P6/8 b - - 0 44,e7b4 a3b4 c4c3 b2c3 a4a3 c3c4 a3a2,2161,hard,99,77,1022,advancedPawn bishopEndgame crushing endgame sacrifice veryLong,approved,"Approved hard Sacrifice puzzle with popularity 99, 1022 plays, and rating deviation 77"
Ljam0,4R3/k1p2p2/Pb1p4/1P3KN1/P4p2/3P4/2Q5/q5q1 b - - 3 40,a1g7,4R3/k1p2pq1/Pb1p4/1P3KN1/P4p2/3P4/2Q5/6q1 w - - 4 41,e8a8 a7a8 c2c6 a8a7 c6b7,1488,medium,100,76,4131,attraction endgame exposedKing long mate mateIn3 sacrifice,approved,"Approved medium Sacrifice puzzle with popularity 100, 4131 plays, and rating deviation 76"
LkHj6,1k1r1b1r/pp3ppp/2n5/1N1bp3/8/1N2BP2/PP3KPP/2RR4 b - - 4 18,d5b3,1k1r1b1r/pp3ppp/2n5/1N2p3/8/1b2BP2/PP3KPP/2RR4 w - - 0 19,d1d8 c6d8 e3a7 b8a8 c1c8,2099,hard,99,76,1340,long mate mateIn3 middlegame queensideAttack,approved,"Approved hard Mate puzzle with popularity 99, 1340 plays, and rating deviation 76"
LpUg3,5k2/4R3/5P2/4N3/2bK4/p7/4r3/8 b - - 3 48,a3a2,5k2/4R3/5P2/4N3/2bK4/8/p3r3/8 w - - 0 49,e5g6 f8g8 e7g7,2051,hard,99,80,2895,endgame mate mateIn2 short vukovicMate,approved,"Approved hard Mate puzzle with popularity 99, 2895 plays, and rating deviation 80"
LqJiU,6rk/ppp1nr1p/3p4/3P3R/2q1Pp2/P1P2QN1/5P2/2K4R b - - 0 25,f4g3,6rk/ppp1nr1p/3p4/3P3R/2q1P3/P1P2Qp1/5P2/2K4R w - - 0 26,f3f6 g8g7 h5h7 h8g8 h7h8,2047,hard,100,76,1522,collinearMove kingsideAttack long mate mateIn3 middlegame,approved,"Approved hard Mate puzzle with popularity 100, 1522 plays, and rating deviation 76"
LqLN7,8/8/1p3k2/1N3ppp/P2P4/4PKP1/1r6/R7 w - - 10 46,d4d5,8/8/1p3k2/1N1P1ppp/P7/4PKP1/1r6/R7 b - - 0 46,g5g4 f3f4 b2f2,2098,hard,98,77,2163,endgame mate mateIn2 short,approved,"Approved hard Mate puzzle with popularity 98, 2163 plays, and rating deviation 77"
LqNCE,6k1/2QN3p/4p1p1/3q4/8/2P2K2/5PPP/2n5 w - - 5 30,f3g3,6k1/2QN3p/4p1p1/3q4/8/2P3K1/5PPP/2n5 b - - 6 30,c1e2 g3h4 d5h5,1246,easy,100,75,4445,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 4445 plays, and rating deviation 75"
LrDuo,8/4k3/3r2p1/5p2/2Q5/6P1/3p2K1/8 w - - 0 64,c4c7,8/2Q1k3/3r2p1/5p2/8/6P1/3p2K1/8 b - - 1 64,d6d7 c7e5 e7f7 e5h8 d2d1q,2243,hard,100,78,1013,advancedPawn crushing defensiveMove endgame long promotion queenRookEndgame,approved,"Approved hard Promotion puzzle with popularity 100, 1013 plays, and rating deviation 78"
LsBga,6R1/7K/5P2/p5r1/5kp1/8/8/8 b - - 9 48,g5g8,6r1/7K/5P2/p7/5kp1/8/8/8 w - - 0 49,h7g8 g4g3 f6f7 g3g2 f7f8q,1145,easy,100,76,15968,advancedPawn crushing endgame long promotion,approved,"Approved easy Promotion puzzle with popularity 100, 15968 plays, and rating deviation 76"
Lsi7V,8/1p4p1/pk1R1p2/1P1p4/K2P1P1p/6r1/8/8 b - - 1 46,b6a7,8/kp4p1/p2R1p2/1P1p4/K2P1P1p/6r1/8/8 w - - 2 47,b5b6 a7b8 d6d8,1219,easy,100,76,5109,endgame mate mateIn2 rookEndgame short,approved,"Approved easy Mate puzzle with popularity 100, 5109 plays, and rating deviation 76"
Lw1JK,5r1k/2R5/6R1/1Pp3p1/2P1n3/2P3KP/6P1/3r4 w - - 4 40,g3g4,5r1k/2R5/6R1/1Pp3p1/2P1n1K1/2P4P/6P1/3r4 b - - 5 40,f8f4 g4h5 f4h4,1408,medium,100,75,4323,endgame mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 4323 plays, and rating deviation 75"
LyPrx,2Q1r1k1/pp1q1ppp/8/3Nn1P1/4PBb1/8/PP4BP/2R2KN1 b - - 0 21,e8c8,2r3k1/pp1q1ppp/8/3Nn1P1/4PBb1/8/PP4BP/2R2KN1 w - - 0 22,c1c8 d7c8 d5e7 g8h8 e7c8,1350,easy,100,75,4277,advantage attraction fork long middlegame,approved,"Approved easy Fork puzzle with popularity 100, 4277 plays, and rating deviation 75"
LyzGJ,5r1k/3q4/3P3p/4p2P/4b3/3Q4/4N3/1B5K w - - 0 41,d3e4,5r1k/3q4/3P3p/4p2P/4Q3/8/4N3/1B5K b - - 0 41,d7h3 h1g1 f8f1,1544,medium,100,76,4099,endgame mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 4099 plays, and rating deviation 76"
LzdRh,r2qkb1r/p4ppp/1p2p3/1PP5/3nP3/2Q5/P4PPP/R1B1KB1R w KQkq - 1 12,c5c6,r2qkb1r/p4ppp/1pP1p3/1P6/3nP3/2Q5/P4PPP/R1B1KB1R b KQkq - 0 12,f8b4 c3b4 d4c2 e1e2 c2b4,1378,easy,100,76,5067,advantage attraction fork long middlegame pin sacrifice,approved,"Approved easy Fork puzzle with popularity 100, 5067 plays, and rating deviation 76"
M0O2S,5q2/7k/1p1pr1b1/p1bP1p1p/2P5/1PQ3P1/PB5P/2R4K w - - 0 36,d5e6,5q2/7k/1p1pP1b1/p1b2p1p/2P5/1PQ3P1/PB5P/2R4K b - - 0 36,f8a8 c3f3 a8f3,1332,easy,100,75,7589,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 7589 plays, and rating deviation 75"
M2jnL,8/4kp2/4p1p1/R1P3P1/P1K4p/1P3P2/3r4/8 w - - 1 40,a5a8,R7/4kp2/4p1p1/2P3P1/P1K4p/1P3P2/3r4/8 b - - 2 40,d2d8 a8d8 e7d8 c4d3 h4h3 d3e2 h3h2,2034,hard,98,77,2634,advancedPawn crushing endgame rookEndgame veryLong,approved,"Approved hard Advanced pawn tactics puzzle with popularity 98, 2634 plays, and rating deviation 77"
M3QOB,r2q1rk1/3n1p1p/2p3B1/p3p2n/1p1P2Rb/2P1BP1P/PPQKN3/6R1 b - - 0 22,h7g6,r2q1rk1/3n1p2/2p3p1/p3p2n/1p1P2Rb/2P1BP1P/PPQKN3/6R1 w - - 0 23,g4g6 f7g6 c2g6 h5g7 g6g7,1233,easy,100,75,4077,fork long mate mateIn3 middlegame sacrifice,approved,"Approved easy Fork puzzle with popularity 100, 4077 plays, and rating deviation 75"
M5wCP,r7/1R3rpk/4p2p/3pP2P/q4B2/4P1Q1/5PP1/6K1 w - - 0 53,b7f7,r7/5Rpk/4p2p/3pP2P/q4B2/4P1Q1/5PP1/6K1 b - - 0 53,a4d1 g1h2 d1h5 g3h3 h5f7,1316,easy,100,75,4122,advantage endgame fork long,approved,"Approved easy Fork puzzle with popularity 100, 4122 plays, and rating deviation 75"
MAN9U,Q7/7k/4r1qp/3p2p1/4nP2/3Bb2P/6PB/4R2K w - - 8 46,a8d5,8/7k/4r1qp/3Q2p1/4nP2/3Bb2P/6PB/4R2K b - - 0 46,e4f2 h1g1 f2d3,1140,easy,100,77,6892,advantage discoveredAttack discoveredCheck master middlegame short,approved,"Approved easy Discovered attack puzzle with popularity 100, 6892 plays, and rating deviation 77"
MBU6X,8/5p2/7P/r2p1kP1/2pP1p2/p1P5/4K3/R7 b - - 0 38,f5g5,8/5p2/7P/r2p2k1/2pP1p2/p1P5/4K3/R7 w - - 0 39,h6h7 a5a8 a1g1 g5f5 g1g8,2052,hard,99,76,1092,advancedPawn crushing endgame long rookEndgame,approved,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1092 plays, and rating deviation 76"
MCnj3,4k3/r3b3/1p2P1p1/p2Q4/P2P4/3Np1qb/8/2R4K b - - 0 34,h3f5,4k3/r3b3/1p2P1p1/p2Q1b2/P2P4/3Np1q1/8/2R4K w - - 1 35,c1c8 e7d8 d5d8,1417,medium,100,75,3340,mate mateIn2 middlegame short,approved,"Approved medium Mate puzzle with popularity 100, 3340 plays, and rating deviation 75"
MDqFV,1k1rR3/1pq5/p1p5/6p1/3B1b2/P6P/1PP2PP1/4R2K b - - 2 32,b8c8,2krR3/1pq5/p1p5/6p1/3B1b2/P6P/1PP2PP1/4R2K w - - 3 33,d4f6 d8e8 e1e8 c8d7 e8e7 d7d6 e7c7,2059,hard,98,75,1125,advantage endgame queensideAttack skewer veryLong,approved,"Approved hard Skewer puzzle with popularity 98, 1125 plays, and rating deviation 75"
MH22c,3r2rk/1bq2p1p/p1n1pPpQ/1p4P1/1P3P2/P2p1R2/6BP/1R2B1K1 b - - 1 29,c6d4,3r2rk/1bq2p1p/p3pPpQ/1p4P1/1P1n1P2/P2p1R2/6BP/1R2B1K1 w - - 2 30,h6h7 h8h7 f3h3,1451,medium,100,76,4044,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 4044 plays, and rating deviation 76"
MMpv1,1q3rk1/p2b4/B1p1p3/2P2nBp/4Q2P/2P2P2/PP3K2/3RR3 w - - 1 35,d1d7,1q3rk1/p2R4/B1p1p3/2P2nBp/4Q2P/2P2P2/PP3K2/4R3 b - - 0 35,b8h2 f2f1 f5g3,2046,hard,100,76,1129,mate mateIn2 middlegame short,approved,"Approved hard Mate puzzle with popularity 100, 1129 plays, and rating deviation 76"
MOAjJ,r5k1/pp3ppp/7q/3p4/5nP1/2PB4/PP1Q1PP1/3Rr1K1 w - - 0 22,d1e1,r5k1/pp3ppp/7q/3p4/5nP1/2PB4/PP1Q1PP1/4R1K1 b - - 0 22,f4h3 g2h3 h6d2,1288,easy,100,75,4213,crushing discoveredAttack endgame short,approved,"Approved easy Discovered attack puzzle with popularity 100, 4213 plays, and rating deviation 75"
MRQUd,1rq5/kpb3pp/p3R3/2P2P2/1R2P3/3r2P1/7P/Q5K1 b - - 1 33,c8d7,1r6/kpbq2pp/p3R3/2P2P2/1R2P3/3r2P1/7P/Q5K1 w - - 2 34,b4b7 b8b7 e6a6 a7b8 a6a8,2018,hard,98,74,2542,long mate mateIn3 middlegame sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 98, 2542 plays, and rating deviation 74"
MU5Ze,1k1rr3/ppp2ppp/2n5/2B5/4Q1P1/8/PPPq1PBP/R4K1R w - - 1 17,e4a4,1k1rr3/ppp2ppp/2n5/2B5/Q5P1/8/PPPq1PBP/R4K1R b - - 2 17,d2d1 a1d1 d8d1,1491,medium,100,76,4250,mate mateIn2 middlegame sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 4250 plays, and rating deviation 76"
MUmHG,1k1rr3/ppp3pp/3bQ3/1R4B1/3q4/2N4P/PPn2PP1/3R2K1 w - - 7 18,e6b3,1k1rr3/ppp3pp/3b4/1R4B1/3q4/1QN4P/PPn2PP1/3R2K1 b - - 8 18,d4d1 c3d1 e8e1,1533,medium,100,76,3775,kingsideAttack mate mateIn2 middlegame pillsburysMate sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 3775 plays, and rating deviation 76"
MZZdi,2r1q3/2r2p1k/p1P2Qp1/4R1Rp/7P/5P2/5P2/5K2 b - - 0 32,e8c6,2r5/2r2p1k/p1q2Qp1/4R1Rp/7P/5P2/5P2/5K2 w - - 0 33,g5h5 g6h5 e5h5 h7g8 h5h8,1325,easy,100,75,5895,endgame killBoxMate long mate mateIn3 sacrifice,approved,"Approved easy Sacrifice puzzle with popularity 100, 5895 plays, and rating deviation 75"
Mesbf,4r1k1/2q2ppp/p7/1p2bN2/1P2n3/P4Q1P/B4PP1/5RK1 w - - 1 31,f3g4,4r1k1/2q2ppp/p7/1p2bN2/1P2n1Q1/P6P/B4PP1/5RK1 b - - 2 31,e5h2 g1h1 e4f2 f1f2 e8e1 f2f1 e1f1,1577,medium,100,77,3303,clearance deflection kingsideAttack mate mateIn4 middlegame sacrifice veryLong,approved,"Approved medium Deflection puzzle with popularity 100, 3303 plays, and rating deviation 77"
MfUw1,1r3r2/2p2pk1/pb1q1B2/1p1BR3/3n4/7P/PP3PP1/R2Q2K1 b - - 0 21,d6f6,1r3r2/2p2pk1/pb3q2/1p1BR3/3n4/7P/PP3PP1/R2Q2K1 w - - 0 22,d1g4 f6g6 e5g5,1301,easy,100,75,4000,advantage middlegame pin short,approved,"Approved easy Pin puzzle with popularity 100, 4000 plays, and rating deviation 75"
Mv5vy,2b2rk1/6pp/2p5/3pN3/3P3q/2Q2P2/1PB1K2P/6R1 w - - 1 38,c3c6,2b2rk1/6pp/2Q5/3pN3/3P3q/5P2/1PB1K2P/6R1 b - - 0 38,h4h2 e2e1 h2g1,1331,easy,100,75,4007,advantage fork middlegame short,approved,"Approved easy Fork puzzle with popularity 100, 4007 plays, and rating deviation 75"
MxXN9,8/8/3pk2r/5R1P/5K2/5P2/8/8 w - - 3 47,f4g5,8/8/3pk2r/5RKP/8/5P2/8/8 b - - 4 47,h6h5 g5h5 e6f5 h5h4 f5f4 h4h3 f4f3,1425,medium,100,75,3918,crushing deflection endgame rookEndgame veryLong,approved,"Approved medium Deflection puzzle with popularity 100, 3918 plays, and rating deviation 75"
N0jga,r4r1k/1q6/5PQ1/8/1p1p3P/pP2P3/P7/2K3R1 b - - 2 33,b7c6,r4r1k/8/2q2PQ1/8/1p1p3P/pP2P3/P7/2K3R1 w - - 3 34,c1b1 c6b7 g6g7 b7g7 f6g7,2107,hard,99,76,1217,advancedPawn advantage defensiveMove endgame exposedKing long,approved,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1217 plays, and rating deviation 76"
N7HyF,3R1bk1/5p2/2r1q1p1/p5Np/Pp1Q1P2/7P/1P4P1/7K b - - 6 37,e6f6,3R1bk1/5p2/2r2qp1/p5Np/Pp1Q1P2/7P/1P4P1/7K w - - 7 38,d8f8 g8f8 g5h7,1545,medium,100,79,3456,attraction crushing endgame master sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 3456 plays, and rating deviation 79"
NDQvn,8/8/5Pp1/1pk1K1n1/3N4/8/8/8 b - - 6 43,b5b4,8/8/5Pp1/2k1K1n1/1p1N4/8/8/8 w - - 0 44,d4e6 g5e6 e5e6 b4b3 f6f7 b3b2 f7f8q,1462,medium,100,76,4907,advancedPawn crushing endgame knightEndgame promotion veryLong,approved,"Approved medium Promotion puzzle with popularity 100, 4907 plays, and rating deviation 76"
NHH1j,8/3B4/5p2/p7/8/5K1p/5P1k/8 w - - 0 45,f3e2,8/3B4/5p2/p7/8/7p/4KP1k/8 b - - 1 45,h2g2 e2e3 h3h2,1127,easy,100,77,15689,advancedPawn bishopEndgame crushing endgame master short,approved,"Approved easy Advanced pawn tactics puzzle with popularity 100, 15689 plays, and rating deviation 77"
NI5rt,2kr1b1r/ppp5/2q2n1p/5bp1/8/2P1BN1P/PP1NQ1P1/2KR3R w - - 0 18,f3d4,2kr1b1r/ppp5/2q2n1p/5bp1/3N4/2P1B2P/PP1NQ1P1/2KR3R b - - 1 18,c6c3 b2c3 f8a3,1954,medium,100,78,3612,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 3612 plays, and rating deviation 78"
NOZL1,1r6/pbpk2P1/3p4/3Pp3/2P1Q1q1/6P1/P1P4P/1R3RK1 b - - 0 28,g4e4,1r6/pbpk2P1/3p4/3Pp3/2P1q3/6P1/P1P4P/1R3RK1 w - - 0 29,f1f7 d7e8 g7g8q,2022,hard,98,77,1916,advancedPawn endgame mate mateIn2 promotion short,approved,"Approved hard Promotion puzzle with popularity 98, 1916 plays, and rating deviation 77"
NRzRW,8/7p/8/8/1Pk1p1PP/5p2/5K2/8 w - - 1 46,g4g5,8/7p/8/6P1/1Pk1p2P/5p2/5K2/8 b - - 0 46,c4d3 b4b5 e4e3 f2f3 e3e2,2057,hard,98,77,2129,advancedPawn crushing endgame exposedKing long pawnEndgame,approved,"Approved hard Advanced pawn tactics puzzle with popularity 98, 2129 plays, and rating deviation 77"
NpYi2,r2q2nk/1ppb2np/p4rp1/3P4/4Pp1Q/2PB4/PP1NN2P/R4RK1 w - - 0 23,f1f4,r2q2nk/1ppb2np/p4rp1/3P4/4PR1Q/2PB4/PP1NN2P/R5K1 b - - 0 23,g6g5 h4g5 f6g6 g5g6 h7g6,2084,hard,98,75,2534,advantage clearance long middlegame pin,approved,"Approved hard Pin puzzle with popularity 98, 2534 plays, and rating deviation 75"
Nq02I,8/4bpk1/4p3/1p2P1p1/p2PN1Pn/P1B1Q1K1/1Pq5/8 w - - 7 52,e4g5,8/4bpk1/4p3/1p2P1N1/p2P2Pn/P1B1Q1K1/1Pq5/8 b - - 0 52,c2g2 g3h4 g2h2 e3h3 e7g5 h4g5 h2h3,1478,medium,100,79,6654,crushing deflection endgame master sacrifice veryLong,approved,"Approved medium Deflection puzzle with popularity 100, 6654 plays, and rating deviation 79"
NtxBC,r3k2r/5ppp/2p1p3/p2Nq3/8/P4P2/1PQ2KP1/3R4 b kq - 2 24,e8g8,r4rk1/5ppp/2p1p3/p2Nq3/8/P4P2/1PQ2KP1/3R4 w - - 3 25,d5e7 g8h8 c2h7 h8h7 d1h1 e5h2 h1h2,1567,medium,100,78,3444,anastasiaMate attraction endgame mate mateIn4 sacrifice veryLong,approved,"Approved medium Sacrifice puzzle with popularity 100, 3444 plays, and rating deviation 78"
NxeFl,r1bq1rk1/4ppbp/p2p1np1/1p4N1/2BPN2Q/4P3/PPP3PP/R3K2R b KQ - 1 14,b5c4,r1bq1rk1/4ppbp/p2p1np1/6N1/2pPN2Q/4P3/PPP3PP/R3K2R w KQ - 0 15,e4f6 e7f6 h4h7,1194,easy,100,76,4099,kingsideAttack mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 4099 plays, and rating deviation 76"
NyusQ,2r2rk1/1p3pn1/4p1P1/6N1/p2p4/PqPQ1P2/1P6/2K1R2R b - - 0 25,d4c3,2r2rk1/1p3pn1/4p1P1/6N1/p7/PqpQ1P2/1P6/2K1R2R w - - 0 26,g6f7 f8f7 h1h8 g8h8 d3h7,2103,hard,100,75,1073,advancedPawn attraction long mate mateIn3 middlegame sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 100, 1073 plays, and rating deviation 75"
O5JsK,2RN2k1/r4p1p/pp2p1p1/3n4/q2b1B2/5P2/PP4PP/5R1K b - - 1 25,d5f4,2RN2k1/r4p1p/pp2p1p1/8/q2b1n2/5P2/PP4PP/5R1K w - - 0 26,d8e6 a4e8 c8e8,1454,medium,100,76,3414,discoveredAttack discoveredCheck kingsideAttack mate mateIn2 middlegame short,approved,"Approved medium Discovered attack puzzle with popularity 100, 3414 plays, and rating deviation 76"
OOv3h,8/8/8/8/pp6/1n6/k1K4R/8 b - - 3 67,b3a1,8/8/8/8/pp6/8/k1K4R/n7 w - - 4 68,c2c1 a2a3 c1b1 b4b3 b1a1,1461,medium,100,77,3384,crushing discoveredAttack discoveredCheck endgame long,approved,"Approved medium Discovered attack puzzle with popularity 100, 3384 plays, and rating deviation 77"
OROJW,8/pp3pkp/6p1/n1N1p3/4p3/P1P1P1P1/qP1Q1P1P/6K1 w - - 1 27,c5e4,8/pp3pkp/6p1/n3p3/4N3/P1P1P1P1/qP1Q1P1P/6K1 b - - 0 27,a2b1 g1g2 b1e4,1430,medium,100,74,4522,advantage endgame fork master short,approved,"Approved medium Fork puzzle with popularity 100, 4522 plays, and rating deviation 74"
OU0G0,1r1q4/p6Q/6p1/3b1pk1/1n1p4/3P1RK1/PP6/5R2 b - - 1 30,d8h8,1r5q/p6Q/6p1/3b1pk1/1n1p4/3P1RK1/PP6/5R2 w - - 2 31,f3f5 g6f5 f1f5,2042,hard,99,76,1202,mate mateIn2 middlegame sacrifice short,approved,"Approved hard Sacrifice puzzle with popularity 99, 1202 plays, and rating deviation 76"
OavA1,8/5ppk/3r2p1/4Kn2/8/5P2/2Q4P/8 w - - 7 49,c2a2,8/5ppk/3r2p1/4Kn2/8/5P2/Q6P/8 b - - 8 49,f7f6 e5f4 d6d4,1545,medium,100,76,4155,endgame epauletteMate mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 4155 plays, and rating deviation 76"
Ob6fy,1b6/p3kr1Q/1p2pp2/2r5/2P5/1P2P3/PB3P2/7K w - - 3 36,h7g8,1b4Q1/p3kr2/1p2pp2/2r5/2P5/1P2P3/PB3P2/7K b - - 4 36,c5h5 h1g2 h5g5 g8g5 f6g5,1565,medium,100,76,3988,advantage endgame exposedKing fork long,approved,"Approved medium Fork puzzle with popularity 100, 3988 plays, and rating deviation 76"
OcUMC,3r3r/pp2Q1pp/6k1/3p1p2/2q4P/8/P5P1/4RnK1 b - - 1 30,h8e8,3rr3/pp2Q1pp/6k1/3p1p2/2q4P/8/P5P1/4RnK1 w - - 2 31,e1e6 g6h5 e7g5,2030,hard,98,77,2215,endgame mate mateIn2 short,approved,"Approved hard Mate puzzle with popularity 98, 2215 plays, and rating deviation 77"
OiijI,6k1/1pB2pbp/p5p1/Pq6/8/2P2QPP/1P1R1PK1/4r3 w - - 1 36,f3d3,6k1/1pB2pbp/p5p1/Pq6/8/2PQ2PP/1P1R1PK1/4r3 b - - 2 36,b5c6 d3d5 c6c7 d5d8 c7d8 d2d8 g7f8,1519,medium,100,74,3331,advantage endgame fork veryLong,approved,"Approved medium Fork puzzle with popularity 100, 3331 plays, and rating deviation 74"
OtIXv,7k/p3Q2p/2p1p1rp/q2pP3/3P4/P1P3P1/6K1/5R2 b - - 6 35,a5c3,7k/p3Q2p/2p1p1rp/3pP3/3P4/P1q3P1/6K1/5R2 w - - 0 36,f1f8 g6g8 e7f6,1412,medium,100,75,3471,endgame mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 3471 plays, and rating deviation 75"
OtrYO,4r2k/p3P1p1/1p1q3p/8/8/2P5/PP2QR2/6K1 w - - 0 39,f2f7,4r2k/p3PRp1/1p1q3p/8/8/2P5/PP2Q3/6K1 b - - 1 39,d6g6 g1f2 g6f7,1444,medium,100,75,3588,crushing endgame fork short,approved,"Approved medium Fork puzzle with popularity 100, 3588 plays, and rating deviation 75"
Ow7pM,8/4Q2k/4p2p/3pq3/4bR2/P6P/6PK/2r5 b - - 3 37,h7g6,8/4Q3/4p1kp/3pq3/4bR2/P6P/6PK/2r5 w - - 4 38,e7f7 g6g5 h3h4,1337,easy,100,75,4302,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 4302 plays, and rating deviation 75"
P2WmE,1k1r1br1/pp1B1p2/1n1q3p/1Q1Pp1p1/4P3/1P2B1P1/P4P1P/2R2RK1 b - - 0 21,b6d7,1k1r1br1/pp1n1p2/3q3p/1Q1Pp1p1/4P3/1P2B1P1/P4P1P/2R2RK1 w - - 0 22,e3a7 b8a7 b5a5 d6a6 a5d8,2019,hard,100,76,1672,advantage attraction fork long middlegame sacrifice,approved,"Approved hard Fork puzzle with popularity 100, 1672 plays, and rating deviation 76"
P6e8V,3r1k1r/p4pp1/2Q4p/1B3q2/8/P3b1P1/1P2NP1P/R4K1R w - - 0 22,f2f3,3r1k1r/p4pp1/2Q4p/1B3q2/8/P3bPP1/1P2N2P/R4K1R b - - 0 22,f5h3 f1e1 h3g2 h1f1 e3d2 e1d1 g2f1,2058,hard,99,75,1080,crushing deflection exposedKing middlegame veryLong,approved,"Approved hard Deflection puzzle with popularity 99, 1080 plays, and rating deviation 75"
P7dnE,r5k1/p1p2ppp/3p3r/2p5/PP2PPn1/3B1R2/1BQN4/R4K1q w - - 10 23,f1e2,r5k1/p1p2ppp/3p3r/2p5/PP2PPn1/3B1R2/1BQNK3/R6q b - - 11 23,h6h2 f3f2 h2f2,1287,easy,100,76,5142,mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 5142 plays, and rating deviation 76"
P9BDV,7k/pp4pp/2pp3r/4p1q1/4P2r/2PP1P1P/PP2QRP1/5R1K w - - 7 24,e2d2,7k/pp4pp/2pp3r/4p1q1/4P2r/2PP1P1P/PP1Q1RP1/5R1K b - - 8 24,h4h3 g2h3 h6h3 f2h2 g5d2,1430,medium,100,76,3280,advantage endgame kingsideAttack long pin sacrifice,approved,"Approved medium Pin puzzle with popularity 100, 3280 plays, and rating deviation 76"
PH1R0,8/7p/6pk/1p2r3/1R6/8/5P1P/5K2 b - - 1 38,h6g5,8/7p/6p1/1p2r1k1/1R6/8/5P1P/5K2 w - - 2 39,f2f4 g5f6 f4e5,1138,easy,100,80,4785,crushing endgame fork rookEndgame short,approved,"Approved easy Fork puzzle with popularity 100, 4785 plays, and rating deviation 80"
PH4GC,1r1kr3/3n1ppp/NpB5/2qp4/4n3/8/PPPP2PP/RNBQ1R1K w - - 5 20,a6b8,1N1kr3/3n1ppp/1pB5/2qp4/4n3/8/PPPP2PP/RNBQ1R1K b - - 0 20,e4f2 f1f2 c5f2 h2h3 e8e1 d1e1 f2e1,1409,medium,100,76,3527,advantage fork middlegame veryLong,approved,"Approved medium Fork puzzle with popularity 100, 3527 plays, and rating deviation 76"
PPBML,8/5p2/6kp/5N2/P1n2PK1/6PP/8/8 w - - 5 61,h3h4,8/5p2/6kp/5N2/P1n2PKP/6P1/8/8 b - - 0 61,h6h5 g4h3 g6f5 g3g4 h5g4,1293,easy,100,76,4137,crushing deflection endgame knightEndgame long,approved,"Approved easy Deflection puzzle with popularity 100, 4137 plays, and rating deviation 76"
PTe31,4r1k1/3b1Pp1/8/7q/2p1p3/2P1P2P/1B6/5RK1 b - - 0 35,g8f8,4rk2/3b1Pp1/8/7q/2p1p3/2P1P2P/1B6/5RK1 w - - 1 36,b2a3 e8e7 a3e7 f8e7 f7f8q,1321,easy,100,76,5372,advancedPawn attraction crushing endgame long promotion,approved,"Approved easy Promotion puzzle with popularity 100, 5372 plays, and rating deviation 76"
